Rank,Water Area (sq mi),City,State,Population
14242,0,Springdale, NJ,"14,402"
18001,0,Springdale, MT,82
27601,0,Springdale, MD,"3,126"
28401,0,Springdale, UT,409
28801,0,Springdale, WA,230
9166,0.03,Springdale town, SC,"2,693"
3989,0.2,Springer, OK,548
19001,0,Springer, NM,"1,188"
25401,0,Springerton, IL,88
4438,0.16,Springerville, AZ,"1,738"
288,6.28,Springfield, IL,"116,815"
1222,1.21,Springfield, MA,"153,836"
2071,0.59,Springfield, MO,"162,333"
3752,0.22,Springfield, FL,"9,095"
3929,0.21,Springfield, OH,"60,216"
6331,0.08,Springfield, VT,"3,913"
6869,0.06,Springfield, VA,"30,154"
7844,0.05,Springfield, KY,"2,578"
8437,0.04,Springfield, MI,"5,231"
11885,0.01,Springfield, OR,"59,882"
13980,0,Springfield, TN,"16,598"
15577,0,Springfield, WV,547
17201,0,Springfield, MN,"2,030"
18601,0,Springfield, NE,"1,288"
20801,0,Springfield, WI,235
22401,0,Springfield, CO,"1,354"
23801,0,Springfield, SC,496
24001,0,Springfield, SD,"1,926"
24801,0,Springfield, GA,"2,818"
27401,0,Springfield, LA,426
6223,0.08,Springhill, LA,"5,239"
15787,0,Springhill, MT,57
15477,0,Springhill CDP, FL,102
28201,0,Springlake, TX,134
23601,0,Springmont, PA,591
25801,0,Springport, IN,174
27601,0,Springport, MI,748
1765,0.76,Springs, NY,"5,855"
15757,0,Springtown, AR,68
28201,0,Springtown, TX,"2,710"
5169,0.12,Springvale, ME,"3,292"
18601,0,Springview, NE,228
7641,0.05,Springville, UT,"30,649"
8279,0.04,Springville, AL,"4,140"
10809,0.02,Springville, CA,502
12382,0.01,Springville, NY,"4,318"
15104,0,Springville, IA,"1,021"
15622,0,Springville, VA,"1,589"
19401,0,Springwater Hamlet, NY,520
14558,0,Spruce Pine, AL,222
19601,0,Spruce Pine, NC,"2,257"
23601,0,Spry, PA,"4,664"
16670,0,Spur, TX,"1,204"
5451,0.11,Spurgeon, TN,"3,747"
16793,0,Spurgeon, IN,163
8847,0.03,Squaw Lake, MN,123
7522,0.05,Squaw Valley, CA,"2,450"
22001,0,Squirrel Mountain Valley, CA,372
5214,0.12,St. Anthony city, MN,"8,501"
17801,0,St. John, MO,"6,486"
15953,0,St. Johns, AZ,316
20601,0,St. Joseph, WI,503
283,6.33,St. Mary'S, AK,551
28201,0,St. Paul CDP, TX,991
23601,0,St. Vincent College, PA,"1,299"
15873,0,Staatsburg, NY,470
24601,0,Stacey Street, FL,484
6631,0.07,Stacy, MN,"1,539"
9946,0.02,Stacyville, IA,553
7208,0.06,Stafford, OR,"2,073"
8127,0.04,Stafford, TX,"17,990"
20401,0,Stafford, OH,98
27001,0,Stafford, KS,"1,092"
11439,0.01,Stafford Courthouse, VA,"4,405"
8568,0.04,Stafford Springs, CT,"4,734"
6980,0.06,Stagecoach, TX,554
18601,0,Stagecoach, NV,"1,581"
19601,0,Staley, NC,521
7091,0.06,Stallings, NC,"14,185"
9788,0.02,Stallion Springs, CA,"2,983"
114,14.41,Stamford, CT,"125,401"
249,6.96,Stamford, TX,"3,033"
12557,0.01,Stamford, NY,"1,303"
18601,0,Stamford, NE,218
16208,0,Stamping Ground, KY,691
5627,0.1,Stamps, AR,"1,863"
11061,0.02,Stanaford, WV,"1,629"
28601,0,Stanardsville, VA,334
17801,0,Stanberry, MO,"1,276"
16156,0,Stanchfield, MN,120
25401,0,Standard, IL,228
14571,0,Standard City, IL,225
13017,0.01,Standing Pine, MS,287
10272,0.02,Standing Rock, AL,52
16974,0,Standish, MI,"1,742"
27401,0,Standish, ME,340
12747,0.01,Stanfield, AZ,151
19601,0,Stanfield, NC,"1,732"
22801,0,Stanfield, OR,"2,148"
7841,0.05,Stanford, CA,"13,506"
9567,0.03,Stanford, KY,"3,686"
18001,0,Stanford, MT,419
25401,0,Stanford, IL,603
2849,0.35,Stanhope, NJ,"3,543"
26601,0,Stanhope, IA,421
6627,0.07,Stanley, WI,"3,606"
10225,0.02,Stanley, LA,137
11068,0.02,Stanley, NC,"3,591"
11516,0.01,Stanley, ND,"1,944"
13621,0.01,Stanley, ID,96
15199,0,Stanley, VA,"1,876"
16499,0,Stanley, IA,97
28601,0,Stanleytown, VA,"1,207"
19401,0,Stannards, NY,912
9031,0.03,Stansberry Lake, WA,"2,389"
4057,0.19,Stansbury Park, UT,"5,079"
13531,0.01,Stanton, TX,"2,653"
14142,0,Stanton, MI,"1,589"
14573,0,Stanton, KY,"2,724"
15632,0,Stanton, ND,426
16426,0,Stanton, NE,"1,684"
22001,0,Stanton, CA,"38,455"
24401,0,Stanton, TN,338
26601,0,Stanton, IA,708
19601,0,Stantonsburg, NC,649
24401,0,Stantonville, TN,311
10007,0.02,Stanwood, WA,"6,468"
16570,0,Stanwood, MI,165
26601,0,Stanwood, IA,634
18601,0,Staplehurst, NE,240
13865,0,Staples, MN,"2,545"
14086,0,Staples, TX,460
18601,0,Stapleton, NE,267
24801,0,Stapleton, GA,420
8455,0.04,Star, ID,"6,379"
19601,0,Star, NC,856
5577,0.1,Star City, WV,"1,888"
21401,0,Star City, AR,"2,470"
25801,0,Star City, IN,278
6031,0.09,Star Harbor, TX,555
10794,0.02,Star Junction, PA,544
2530,0.43,Star Lake, NY,921
20801,0,Star Prairie, WI,632
12470,0.01,Star Valley, AZ,"2,333"
14621,0,Star Valley Ranch, WY,"1,334"
5263,0.12,Starbrick, PA,488
17201,0,Starbuck, MN,"1,239"
28801,0,Starbuck, WA,87
27001,0,Stark, KS,70
17801,0,Stark City, MO,141
24601,0,Starke, FL,"5,404"
27401,0,Starks, LA,650
5301,0.11,Starkville, MS,"24,457"
22401,0,Starkville, CO,39
20001,0,Starkweather, ND,182
15040,0,Starr, SC,168
14414,0,Starr School, MT,140
6600,0.07,Starrucca, PA,210
5763,0.1,Start, LA,940
9764,0.02,Startex, SC,"1,100"
6421,0.07,Startup, WA,738
26601,0,State Center, IA,"1,475"
23601,0,State College, PA,"42,066"
8709,0.03,State Line, MS,541
23601,0,State Line, PA,"2,562"
24801,0,State Line, ID,22
25801,0,State Line City, IN,133
9009,0.03,Stateburg, SC,"1,615"
5502,0.11,Stateline, NV,"1,017"
24801,0,Statenville, GA,"1,281"
2804,0.36,Statesboro, GA,"29,630"
5251,0.12,Statesville, NC,"25,132"
8330,0.04,Statham, GA,"2,544"
7045,0.06,Staunton, VA,"24,132"
9296,0.03,Staunton, IL,"4,780"
25801,0,Staunton, IN,452
14665,0,Staves, AR,172
10835,0.02,Stayton, OR,"7,719"
16190,0,Steamboat, AZ,439
26601,0,Steamboat Rock, IA,254
12111,0.01,Steamboat Springs, CO,"12,044"
8666,0.03,Stearns, KY,"1,395"
973,1.58,Stebbins, AK,538
16529,0,Stedman, NC,"1,134"
9326,0.03,Steele, AL,"1,021"
9618,0.03,Steele, MO,"2,290"
20001,0,Steele, ND,722
16620,0,Steele City, NE,105
13564,0.01,Steele Creek, AK,"6,180"
12907,0.01,Steeleville, IL,"1,930"
23601,0,Steelton, PA,"5,959"
17801,0,Steelville, MO,"1,943"
12890,0.01,Steely Hollow, OK,105
17201,0,Steen, MN,208
4465,0.16,Steep Falls, ME,"1,245"
25401,0,Steger, IL,"9,569"
8822,0.03,Steilacoom, WA,"6,083"
18601,0,Steinauer, NE,56
5450,0.11,Steinhatchee, FL,934
16957,0,Stella, MO,137
18601,0,Stella, NE,154
15682,0,Stem, NC,737
17201,0,Stephen, MN,741
11686,0.01,Stephens, AR,945
9143,0.03,Stephens City, VA,"1,856"
27601,0,Stephenson, MI,877
9773,0.02,Stephenville, TX,"18,387"
28801,0,Steptoe, WA,190
846,1.88,Sterling, AK,"5,748"
3643,0.23,Sterling, IL,"15,208"
8459,0.04,Sterling, KS,"2,333"
9355,0.03,Sterling, VA,"29,016"
14752,0,Sterling, MI,543
18601,0,Sterling, NE,450
20401,0,Sterling, OH,631
22401,0,Sterling, CO,"14,709"
22601,0,Sterling, OK,630
28401,0,Sterling, UT,248
28201,0,Sterling City, TX,942
3181,0.29,Sterling Heights, MI,"130,604"
12415,0.01,Sterlington, LA,"1,821"
1952,0.65,Sterrett, AL,622
20801,0,Stetsonville, WI,586
20801,0,Steuben, WI,106
6141,0.08,Steubenville, OH,"18,437"
16921,0,Stevens, PA,632
1196,1.24,Stevens Point, WI,"26,778"
940,1.65,Stevens Village, AK,69
2600,0.41,Stevenson, AL,"2,739"
4761,0.14,Stevenson, WA,"1,427"
15977,0,Stevenson Ranch, CA,"18,832"
10766,0.02,Stevensville, MT,"1,944"
14487,0,Stevensville, MI,"1,312"
27601,0,Stevensville, MD,"6,393"
22001,0,Stevinson, CA,171
25401,0,Steward, IL,322
25401,0,Stewardson, IL,738
14835,0,Stewart, MN,535
20401,0,Stewart, OH,230
19401,0,Stewart Manor, NY,"2,112"
23601,0,Stewartstown, PA,"2,130"
12541,0.01,Stewartsville, MO,772
18801,0,Stewartsville, NJ,173
4964,0.13,Stewartville, AL,"1,855"
7801,0.05,Stewartville, MN,"5,990"
8528,0.04,Stickney, IL,"6,810"
24001,0,Stickney, SD,238
22601,0,Stidham, OK,50
8422,0.04,Stigler, OK,"2,704"
16046,0,Stiles, PA,969
13379,0.01,Stilesville, IN,276
25401,0,Stillman Valley, IL,978
5433,0.11,Stillmore, GA,596
1388,1.02,Stillwater, MN,"18,541"
2383,0.48,Stillwater, OK,"46,851"
3951,0.2,Stillwater, NY,"1,880"
8077,0.04,Stillwater, PA,178
9899,0.02,Stilwell, OK,"3,974"
25801,0,Stinesville, IN,149
28201,0,Stinnett, TX,"1,618"
10578,0.02,Stinson Beach, CA,425
16071,0,Stirling City, CA,154
12089,0.01,Stites, ID,213
1177,1.26,Stock Island, FL,"4,153"
4978,0.13,Stockbridge, GA,"26,992"
10952,0.02,Stockbridge, MI,"1,111"
11825,0.01,Stockbridge, WI,745
8450,0.04,Stockdale, PA,438
16418,0,Stockdale, OH,84
16422,0,Stockdale, TX,"1,681"
9206,0.03,Stockertown, PA,"1,057"
18001,0,Stockett, MT,256
18601,0,Stockham, NE,80
8558,0.04,Stockholm, WI,85
12808,0.01,Stockholm, SD,103
20401,0,Stockport, OH,518
26601,0,Stockport, IA,287
542,3.08,Stockton, CA,"297,223"
6344,0.08,Stockton, NJ,516
8257,0.04,Stockton, MO,"1,942"
11377,0.01,Stockton, UT,674
14229,0,Stockton, MD,86
14367,0,Stockton, MN,710
25401,0,Stockton, IL,"1,948"
26601,0,Stockton, IA,217
27001,0,Stockton, KS,"1,311"
18601,0,Stockville, NE,16
25801,0,Stockwell, IN,513
5754,0.1,Stoddard, WI,790
19601,0,Stokes, NC,357
4513,0.16,Stokesdale, NC,"5,177"
9626,0.02,Stollings, WV,452
7235,0.06,Stone City, IA,231
16205,0,Stone Creek, OH,171
2150,0.56,Stone Harbor, NJ,775
1639,0.83,Stone Lake, WI,184
12505,0.01,Stone Mountain, GA,"5,924"
25401,0,Stone Park, IL,"4,959"
8202,0.04,Stone Ridge, NY,"1,454"
11058,0.02,Stone Ridge, VA,"8,667"
5543,0.1,Stoneboro, PA,"1,016"
13646,0.01,Stonefort, IL,348
14490,0,Stonegate, CO,"8,755"
1984,0.63,Stoneham, MA,"21,611"
23601,0,Stonerstown, PA,433
19601,0,Stoneville, NC,"1,177"
3105,0.31,Stonewall, NC,214
4698,0.14,Stonewall, TX,501
5457,0.11,Stonewall, LA,"1,954"
12379,0.01,Stonewall, MS,"1,348"
22601,0,Stonewall, OK,348
22401,0,Stonewall Gap, CO,81
29001,0,Stonewood, WV,"1,962"
8773,0.03,Stoney Point, OK,271
2651,0.39,Stonington, CT,"1,066"
25401,0,Stonington, IL,889
4800,0.14,Stony Brook, NY,"13,936"
19401,0,Stony Brook University, NY,"8,997"
28601,0,Stony Creek, VA,162
23601,0,Stony Creek Mills, PA,870
1154,1.29,Stony Point, NY,"12,854"
11408,0.01,Stony Point, MI,"1,410"
12506,0.01,Stony Point, NC,"1,674"
20401,0,Stony Prairie, OH,"1,219"
20401,0,Stony Ridge, OH,311
883,1.78,Stony River, AK,61
23601,0,Stonybrook, PA,"2,058"
22001,0,Stonyford, CA,283
17201,0,Storden, MN,235
24001,0,Storla, SD,6
26601,0,Storm Lake, IA,"10,743"
23601,0,Stormstown, PA,"2,384"
22001,0,Storrie, CA,4
7798,0.05,Storrs, CT,"15,374"
20601,0,Story, WY,957
15235,0,Story City, IA,"3,430"
16278,0,Stotesbury, MO,18
21201,0,Stotonic Village, AZ,306
17801,0,Stotts City, MO,144
9115,0.03,Stottville, NY,"1,388"
14968,0,Stouchsburg, PA,531
4328,0.17,Stoughton, WI,"12,886"
26601,0,Stout, IA,237
16722,0,Stoutland, MO,185
12453,0.01,Stoutsville, MO,39
20401,0,Stoutsville, OH,554
19601,0,Stovall, NC,327
17801,0,Stover, MO,"1,116"
3640,0.23,Stow, OH,"34,741"
9178,0.03,Stowe, PA,"3,765"
12665,0.01,Stowe, VT,587
4042,0.2,Stowell, TX,"1,417"
25401,0,Stoy, IL,160
23601,0,Stoystown, PA,298
17801,0,Strafford, MO,"2,247"
24001,0,Strandburg, SD,68
17201,0,Strandquist, MN,84
18601,0,Strang, NE,24
22601,0,Strang, OK,58
7217,0.06,Strasburg, VA,"6,486"
9659,0.02,Strasburg, CO,"2,999"
14567,0,Strasburg, PA,"2,843"
17801,0,Strasburg, MO,120
20001,0,Strasburg, ND,511
20401,0,Strasburg, OH,"2,726"
25401,0,Strasburg, IL,601
680,2.44,Stratford, CT,"52,092"
8590,0.04,Stratford, WI,"1,674"
14122,0,Stratford, OK,"1,478"
18801,0,Stratford, NJ,"6,997"
22001,0,Stratford, CA,"1,301"
24001,0,Stratford, SD,74
26601,0,Stratford, IA,671
28201,0,Stratford, TX,"2,223"
17201,0,Strathcona, MN,42
4459,0.16,Strathmere, NJ,106
27201,0,Strathmoor Manor, KY,349
27201,0,Strathmoor Village, KY,687
7550,0.05,Strathmore, NJ,"6,975"
11544,0.01,Strathmore, CA,"3,626"
9867,0.02,Stratmoor, CO,"7,209"
23601,0,Strattanville, PA,620
18601,0,Stratton, NE,389
20401,0,Stratton, OH,248
22401,0,Stratton, CO,630
25801,0,Straughn, IN,257
16517,0,Strausstown, PA,243
11095,0.02,Strawberry, CA,"5,684"
14326,0,Strawberry, AZ,507
21401,0,Strawberry, AR,308
12727,0.01,Strawberry CDP, CA,228
26601,0,Strawberry Point, IA,"1,371"
13343,0.01,Strawn, TX,535
25401,0,Strawn, IL,136
8759,0.03,Streamwood, IL,"40,746"
11875,0.01,Streator, IL,"13,152"
20001,0,Streeter, ND,80
14785,0,Streetman, TX,283
1522,0.9,Streetsboro, OH,"16,152"
7090,0.06,Stringtown, OK,320
16765,0,Strodes Mills, PA,543
15652,0,Stromsburg, NE,"1,191"
27601,0,Stronach, MI,222
21401,0,Strong, AR,416
23601,0,Strong, PA,28
14510,0,Strong City, KS,485
22601,0,Strong City, OK,70
25401,0,Stronghurst, IL,995
13134,0.01,Strongsville, OH,"44,649"
1334,1.07,Stroud, OK,"2,696"
10772,0.02,Stroudsburg, PA,"5,528"
26601,0,Struble, IA,62
5603,0.1,Strum, WI,972
5745,0.1,Struthers, OH,"10,574"
13722,0.01,Stryker, OH,"1,271"
18001,0,Stryker, MT,35
19401,0,Strykersville, NY,621
701,2.35,Stuart, FL,"15,850"
18601,0,Stuart, NE,624
22601,0,Stuart, OK,202
26601,0,Stuart, IA,"1,699"
28601,0,Stuart, VA,"1,476"
3952,0.2,Stuarts Draft, VA,"8,415"
23801,0,Stuckey, SC,444
14467,0,Study Butte, TX,300
6403,0.08,Sturbridge, MA,"2,265"
17801,0,Sturgeon, MO,774
23601,0,Sturgeon, PA,"1,261"
864,1.84,Sturgeon Bay, WI,"9,093"
9302,0.03,Sturgeon Lake, MN,557
14673,0,Sturgis, KY,"2,308"
16944,0,Sturgis, MI,"10,923"
17401,0,Sturgis, MS,486
24001,0,Sturgis, SD,"6,652"
15695,0,Sturtevant, WI,"6,981"
21401,0,Stuttgart, AR,"9,269"
62,23.06,Suamico, WI,"11,621"
11215,0.01,Subiaco, AR,551
25401,0,Sublette, IL,431
27001,0,Sublette, KS,"1,603"
22801,0,Sublimity, OR,"2,764"
7084,0.06,Succasunna, NJ,"9,047"
21401,0,Success, AR,112
28201,0,Sudan, TX,"1,051"
850,1.86,Sudden Valley, WA,"6,749"
27601,0,Sudlersville, MD,411
10718,0.02,Sudley, VA,"16,221"
9273,0.03,Suffern, NY,"10,864"
15449,0,Suffield Depot, CT,"1,372"
52,28.92,Suffolk, VA,"85,477"
10843,0.02,Sugar Bush Knolls, OH,158
13366,0.01,Sugar City, ID,"1,399"
22401,0,Sugar City, CO,485
1715,0.79,Sugar Creek, MO,"3,344"
11090,0.02,Sugar Grove, IL,"9,096"
11716,0.01,Sugar Grove, OH,411
15162,0,Sugar Grove, VA,713
23601,0,Sugar Grove, PA,601
8660,0.03,Sugar Hill, GA,"19,688"
951,1.64,Sugar Land, TX,"82,420"
19601,0,Sugar Mountain, NC,508
23601,0,Sugar Notch, PA,953
1289,1.14,Sugarcreek, PA,"5,238"
20401,0,Sugarcreek, OH,"2,372"
9981,0.02,Sugarland Run, VA,"12,473"
22401,0,Sugarloaf, CO,235
22001,0,Sugarloaf Mountain Park, CA,0
22001,0,Sugarloaf Saw Mill, CA,18
22001,0,Sugarloaf Village, CA,9
16253,0,Sugarmill Woods, FL,"9,495"
15521,0,Sugartown, LA,10
22601,0,Sugden, OK,45
13959,0,Suissevale, NH,86
7132,0.06,Suisun, CA,"28,627"
16113,0,Suitland, MD,"24,180"
8555,0.04,Sula, MT,61
20801,0,Sulligent, AL,"1,884"
14189,0,Sullivan, IL,"4,637"
14894,0,Sullivan, WI,731
17801,0,Sullivan, MO,"7,058"
25801,0,Sullivan, IN,"4,203"
28201,0,Sullivan City, TX,"4,087"
1481,0.94,Sullivans Island, SC,"2,042"
26601,0,Sully, IA,796
4172,0.18,Sulphur, OK,"4,996"
27401,0,Sulphur, LA,"20,275"
21401,0,Sulphur Rock, AR,515
499,3.4,Sulphur Springs, TX,"15,673"
14689,0,Sulphur Springs, AR,396
16712,0,Sulphur Springs, IN,433
20401,0,Sulphur Springs, OH,142
21401,0,Sulphur Springs CDP, AR,"1,260"
28801,0,Sultan, WA,"4,715"
22001,0,Sultana, CA,813
15215,0,Sumas, WA,"1,256"
24601,0,Sumatra, FL,152
12939,0.01,Sumiton, AL,"2,544"
13799,0.01,Summer Shade, KY,339
8433,0.04,Summerdale, AL,"1,076"
3174,0.29,Summerfield, NC,"10,477"
11960,0.01,Summerfield, MD,"11,970"
16038,0,Summerfield, OH,235
16284,0,Summerfield, IL,576
27001,0,Summerfield, KS,146
21201,0,Summerhaven, AZ,141
13796,0.01,Summerhill, PA,434
13308,0.01,Summerland, CA,"1,575"
18601,0,Summerlin South, NV,"25,315"
24001,0,Summerset, SD,"2,240"
13231,0.01,Summerside, OH,"5,380"
8233,0.04,Summersville, WV,"3,549"
14458,0,Summersville, KY,493
17801,0,Summersville, MO,515
23801,0,Summerton, SC,"1,029"
14159,0,Summertown, GA,237
24401,0,Summertown, TN,647
5317,0.11,Summerville, SC,"44,717"
9625,0.02,Summerville, PA,485
22801,0,Summerville, OR,78
24801,0,Summerville, GA,"4,442"
4835,0.14,Summit, IL,"11,367"
7468,0.05,Summit, NJ,"21,826"
7774,0.05,Summit, MS,"2,108"
15112,0,Summit, UT,218
15471,0,Summit, WA,"8,025"
16507,0,Summit, AR,581
21201,0,Summit, AZ,"4,628"
22601,0,Summit, OK,176
22801,0,Summit, OR,90
23801,0,Summit, SC,556
24001,0,Summit, SD,284
2579,0.41,Summit Hill, PA,"3,002"
2493,0.44,Summit Lake, WI,121
28401,0,Summit Park, UT,"7,843"
23601,0,Summit Station, PA,142
13423,0.01,Summit View, WA,"7,033"
28801,0,Summitview, WA,"1,230"
9450,0.03,Summitville, OH,111
25801,0,Summitville, IN,"1,078"
5388,0.11,Sumner, WA,"9,548"
11474,0.01,Sumner, IA,"2,081"
17401,0,Sumner, MS,317
17801,0,Sumner, MO,124
18601,0,Sumner, NE,286
24801,0,Sumner, GA,458
25401,0,Sumner, IL,"5,556"
22801,0,Sumpter, OR,171
11902,0.01,Sumrall, MS,"1,580"
3953,0.2,Sumter, SC,"40,819"
4092,0.19,Sun, LA,306
4246,0.18,Sun City, AZ,"38,622"
27001,0,Sun City, KS,64
1586,0.86,Sun City Center, FL,"20,042"
12425,0.01,Sun City West, AZ,"24,066"
10101,0.02,Sun Lakes, AZ,"13,885"
5768,0.1,Sun Prairie, MT,"1,290"
10134,0.02,Sun Prairie, WI,"30,601"
18001,0,Sun River, MT,125
15544,0,Sun River Terrace, IL,459
7548,0.05,Sun Valley, AZ,256
11489,0.01,Sun Valley, PA,"2,112"
11759,0.01,Sun Valley, ID,"1,392"
18601,0,Sun Valley, NV,"18,778"
28201,0,Sun Valley, TX,157
1939,0.65,Sun Valley Lake, IA,181
16439,0,Sun Village, CA,"11,613"
24401,0,Sunbright, TN,541
9318,0.03,Sunburg, MN,101
3584,0.24,Sunburst, MT,320
5598,0.1,Sunbury, PA,"9,817"
10670,0.02,Sunbury, OH,"4,639"
19601,0,Sunbury, NC,236
11870,0.01,Suncoast Estates, FL,"4,629"
4430,0.16,Suncook, NH,"5,017"
12585,0.01,Sundance, WY,"1,266"
6814,0.06,Sunday Lake, WA,802
17801,0,Sundown, MO,32
28201,0,Sundown, TX,"1,314"
27601,0,Sunfield, MI,651
4372,0.17,Sunfish Lake, MN,509
17401,0,Sunflower, MS,"1,055"
21201,0,Sunizona, AZ,205
3621,0.24,Sunland Park, NM,"14,794"
25801,0,Sunman, IN,903
1681,0.8,Sunny Isles Beach, FL,"21,583"
14213,0,Sunny Side, GA,87
22001,0,Sunny Slopes, CA,137
7005,0.06,Sunnyside, GA,"1,453"
22001,0,Sunnyside, CA,"4,159"
28401,0,Sunnyside, UT,377
28801,0,Sunnyside, WA,"16,038"
22001,0,Sunnyside-Tahoe City, CA,"1,845"
2346,0.49,Sunnyslope, WA,"3,327"
22001,0,Sunnyslope, CA,"5,153"
1848,0.7,Sunnyvale, CA,"145,921"
3279,0.28,Sunnyvale, TX,"5,480"
11519,0.01,Sunol, CA,956
15210,0,Sunol, NE,84
28201,0,Sunray, TX,"2,178"
3826,0.22,Sunrise, FL,"88,391"
21001,0,Sunrise, AK,15
12336,0.01,Sunrise Beach, MO,416
2037,0.6,Sunrise Beach Village, TX,808
4821,0.14,Sunrise Lake, PA,"1,648"
18601,0,Sunrise Manor, NV,"187,647"
4750,0.14,Sunriver, OR,"1,008"
6708,0.07,Sunset, FL,"17,097"
9387,0.03,Sunset, LA,"2,904"
14523,0,Sunset, UT,"5,145"
16206,0,Sunset, TX,293
21401,0,Sunset, AR,221
28201,0,Sunset Acres Colonia, TX,23
7918,0.04,Sunset Bay, NY,750
1529,0.9,Sunset Beach, NC,"3,654"
13877,0,Sunset Beach, CA,971
28201,0,Sunset Colonia, TX,19
8129,0.04,Sunset Hills, MO,"8,523"
28201,0,Sunset Valley, TX,697
5753,0.1,Sunset Village, GA,993
19001,0,Sunshine, NM,312
22401,0,Sunshine, CO,182
21201,0,Sunwest, AZ,2
3128,0.3,Suny Oswego, NY,"3,733"
21201,0,Supai, AZ,54
78,18.69,Superior, WI,"26,932"
5225,0.12,Superior, MT,864
8156,0.04,Superior, CO,"12,716"
18601,0,Superior, NE,"1,965"
20601,0,Superior, WY,209
21201,0,Superior, AZ,"2,886"
26601,0,Superior, IA,155
11364,0.01,Superior Village, WI,653
7605,0.05,Supreme, LA,903
1728,0.78,Suquamish, WA,"4,158"
730,2.27,Surf City, NC,"2,498"
4303,0.17,Surf City, NJ,"1,148"
2781,0.37,Surfside, FL,"5,927"
2144,0.57,Surfside Beach, TX,611
10103,0.02,Surfside Beach, SC,"4,017"
8608,0.04,Surgoinsville, TN,"1,823"
20601,0,Suring, WI,379
5121,0.12,Surprise, AZ,"121,648"
13210,0.01,Surprise, NE,42
15425,0,Surrency, GA,158
12818,0.01,Surrey, ND,"1,027"
28601,0,Surry, VA,274
10954,0.02,Susan Moore, AL,850
27001,0,Susank, KS,39
6037,0.09,Susanville, CA,"16,537"
148,11.35,Susitna, AK,18
1048,1.45,Susitna North, AK,"1,420"
7216,0.06,Susquehanna Depot Borough, PA,"1,523"
23601,0,Susquehanna Trails, PA,"2,906"
7435,0.05,Sussex, WI,"10,632"
9077,0.03,Sussex, NJ,"2,070"
28601,0,Sussex, VA,127
18601,0,Sutcliffe, NV,257
9926,0.02,Sutersville, PA,587
18601,0,Sutherland, NE,"1,549"
26601,0,Sutherland, IA,591
28401,0,Sutherland, UT,279
3963,0.2,Sutherlin, OR,"7,776"
22001,0,Sutter, CA,"2,959"
22001,0,Sutter Creek, CA,"2,271"
7847,0.05,Sutton, WV,"1,191"
14114,0,Sutton, NE,"1,578"
20001,0,Sutton, ND,25
2693,0.39,Sutton-Alpine, AK,"1,390"
16573,0,Suttons Bay, MI,569
6325,0.08,Suwanee, GA,"16,648"
2787,0.36,Swainsboro, GA,"7,431"
26601,0,Swaledale, IA,174
22001,0,Swall Meadows, CA,259
462,3.69,Swampscott, MA,"13,912"
26601,0,Swan, IA,61
18001,0,Swan Lake, MT,85
5281,0.11,Swan Valley, ID,120
8695,0.03,Swannanoa, NC,"4,444"
14233,0,Swanquarter, NC,239
4673,0.15,Swansboro, NC,"2,869"
4281,0.17,Swansea, IL,"13,870"
7330,0.05,Swansea, SC,708
8482,0.04,Swanton, OH,"3,899"
8894,0.03,Swanton, VT,"2,389"
18601,0,Swanton, NE,95
27601,0,Swanton, MD,49
15494,0,Swanville, MN,310
23601,0,Swarthmore, PA,"6,198"
27401,0,Swartz, LA,"4,977"
15240,0,Swartz Creek, MI,"5,664"
13157,0.01,Swartzville, PA,"2,032"
25801,0,Swayzee, IN,993
26601,0,Swea City, IA,592
13144,0.01,Swede Heaven, WA,843
23601,0,Sweden Valley, PA,157
8715,0.03,Swedesboro, NJ,"2,627"
28201,0,Sweeny, TX,"3,743"
18001,0,Sweet Grass, MT,94
2466,0.45,Sweet Home, OR,"9,042"
4183,0.18,Sweet Home, AR,627
11073,0.02,Sweet Springs, MO,"1,571"
20801,0,Sweet Water, AL,221
21201,0,Sweet Water Village, AZ,353
14536,0,Sweetser, IN,"1,210"
10782,0.02,Sweetwater, OK,134
12261,0.01,Sweetwater, FL,"20,562"
15367,0,Sweetwater, TN,"5,856"
15969,0,Sweetwater, TX,"10,809"
24801,0,Sweetwater, ID,142
6146,0.08,Swepsonville, NC,"1,114"
8785,0.03,Swift Trail Junction, AZ,"2,913"
21401,0,Swifton, AR,734
14535,0,Swink, OK,86
22401,0,Swink, CO,775
26601,0,Swisher, IA,805
8049,0.04,Swissvale, PA,"8,963"
25801,0,Switz City, IN,328
9722,0.02,Switzer, WV,601
23601,0,Swoyersville, PA,"5,038"
8337,0.04,Sycamore, IL,"17,473"
10024,0.02,Sycamore, GA,703
12418,0.01,Sycamore, SC,217
20401,0,Sycamore, OH,"1,126"
22601,0,Sycamore, OK,294
27201,0,Sycamore, KY,165
17801,0,Sycamore Hills, MO,566
20001,0,Sykeston, ND,102
13045,0.01,Sykesville, PA,"1,233"
14385,0,Sykesville, MD,"4,426"
4571,0.15,Sylacauga, AL,"12,786"
19601,0,Sylva, NC,"2,581"
10186,0.02,Sylvan Beach, NY,863
27001,0,Sylvan Grove, KS,295
3053,0.32,Sylvan Lake, MI,"1,591"
20801,0,Sylvan Springs, AL,"1,671"
5650,0.1,Sylvania, AL,"1,979"
6163,0.08,Sylvania, GA,"2,565"
7868,0.04,Sylvania, OH,"18,923"
16257,0,Sylvania, PA,288
18001,0,Sylvanite, MT,110
